1100,14.850615589995869
1110,14.833871615002863
1120,15.116554620995885
1130,15.518087989010382
1140,16.429008489008993
1150,16.4624566109851
1160,17.25527795299422
1170,17.612084206019063
1180,17.919879002991365
1190,19.24901150900405
1200,19.5178472569969
1210,20.51982615099405
1220,20.690302831993904
1230,21.765181828988716
1240,21.591866297007073
1250,22.704190369986463
1260,24.214323871972738
1270,26.295483424997656
1280,27.82611590399756
1290,25.557848847995047
1300,26.876652297010878
1310,26.300734197022393
1320,27.323508512985427
1330,28.348952728993027
1340,28.490142727008788
1350,29.63980912399711
1360,30.225671641994268
1370,30.70863416499924
1380,31.772115647007013
1390,33.13720425701467
1400,33.39041774100042
1410,34.75083356999676
1420,35.00031469101668
1430,35.115313636983046
1440,37.867765609000344
1450,37.084646630013594
1460,39.039356188994134
1470,38.9195315859979
1480,40.5294218469935
1490,40.04078470400418
1500,41.166937981004594
1510,42.107469370006584
1520,44.25850782098132
1530,43.72497857399867
1540,45.58059452500311
1550,47.0903561799787
1560,46.77137863999815
1570,47.86475441697985
1580,50.26677086399286
1590,48.82568363499013
1600,49.24016215998563
1610,50.6061513160239
1620,51.496985297999345
1630,52.07057102600811
1640,52.917323686007876
1650,54.99317983700894
1660,56.56338211498223
1670,56.81960607500514
1680,57.676929866021965
1690,58.405105088982964
1700,58.97406205700827
1710,63.69321683899034
1720,67.95814695500303
1730,69.63152285199612
1740,67.61476682999637
